Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
C503924,73807,PRODUCT 73807,-3,2010-01-23 14:00:00,3.81,13269.0,United Kingdom
C503924,84391,PRODUCT 84391,-2,2010-01-23 14:00:00,6.43,13269.0,United Kingdom
C503924,25328,PRODUCT 25328,-2,2010-01-23 14:00:00,13.33,,United Kingdom
503925,73807,PRODUCT 73807,3,2010-11-07 16:00:00,9.17,12372.0,United Kingdom
503925,99777,PRODUCT 99777,1,2010-11-07 16:00:00,6.97,,France
503925,58963,PRODUCT 58963,2,2010-11-07 16:00:00,4.8,12372.0,United Kingdom
503925,38181,PRODUCT 38181,1,2010-11-07 16:00:00,10.25,12372.0,Germany
503926,59344,PRODUCT 59344,2,2010-02-03 08:00:00,9.43,12182.0,United Kingdom
503926,74018,PRODUCT 74018,3,2010-02-03 08:00:00,12.98,12182.0,United Kingdom
503926,58963,PRODUCT 58963,2,2010-02-03 08:00:00,6.86,12182.0,United Kingdom
503927,73807,PRODUCT 73807,7,2010-01-17 18:00:00,35.38,12423.0,United Kingdom
503928,21982,PRODUCT 21982,2,2010-10-20 17:00:00,8.5,,United Kingdom
503928,24845,PRODUCT 24845,1,2010-10-20 17:00:00,10.18,13115.0,United Kingdom
503929,37631,PRODUCT 37631,1,2010-01-05 12:00:00,27.17,,United Kingdom
503929,91880,PRODUCT 91880,7,2010-01-05 12:00:00,15.0,,United Kingdom
503929,48361,PRODUCT 48361,8,2010-01-05 12:00:00,21.88,12734.0,United Kingdom
503929,13278,PRODUCT 13278,6,2010-01-05 12:00:00,13.66,,United Kingdom
503929,33908,PRODUCT 33908,8,2010-01-05 12:00:00,21.38,12734.0,United Kingdom
503929,56977,PRODUCT 56977,7,2010-01-05 12:00:00,15.16,12734.0,United Kingdom
503930,56525,PRODUCT 56525,1,2010-09-16 08:00:00,8.97,,United Kingdom
503930,49303A,PRODUCT 49303A,1,2010-09-16 08:00:00,5.27,12194.0,United Kingdom
503931,22040A,PRODUCT 22040A,4,2010-01-30 14:00:00,7.37,12037.0,United Kingdom
503931,28981,PRODUCT 28981,1,2010-01-30 14:00:00,4.53,12037.0,United Kingdom
503931,44097,PRODUCT 44097,2,2010-01-30 14:00:00,12.72,12037.0,United Kingdom
503931,39826,PRODUCT 39826,3,2010-01-30 14:00:00,4.32,12037.0,United Kingdom
503931,37074,PRODUCT 37074,3,2010-01-30 14:00:00,11.06,,United Kingdom
503931,72659,PRODUCT 72659,1,2010-01-30 14:00:00,9.67,12037.0,United Kingdom
503931,21008,PRODUCT 21008,1,2010-01-30 14:00:00,13.93,12037.0,United Kingdom
503932,46092,PRODUCT 46092,4,2010-07-26 13:00:00,37.27,13204.0,EIRE
503933,49251,PRODUCT 49251,4,2010-07-08 15:00:00,13.52,13028.0,United Kingdom
503933,27467,PRODUCT 27467,5,2010-07-08 15:00:00,19.76,13028.0,United Kingdom
503933,73986,PRODUCT 73986,3,2010-07-08 15:00:00,27.83,13028.0,United Kingdom
503933,73339,PRODUCT 73339,1,2010-07-08 15:00:00,18.66,13028.0,United Kingdom
503933,84471,PRODUCT 84471,2,2010-07-08 15:00:00,27.58,13028.0,France
503934,58963,PRODUCT 58963,5,2010-01-20 13:00:00,18.7,12079.0,United Kingdom
503934,28392,PRODUCT 28392,3,2010-01-20 13:00:00,12.56,12079.0,United Kingdom
503935,72847,PRODUCT 72847,4,2010-01-04 12:00:00,10.12,12197.0,United Kingdom
503935,88140,PRODUCT 88140,3,2010-01-04 12:00:00,4.91,12197.0,United Kingdom
503936,12713,PRODUCT 12713,3,2010-08-16 18:00:00,5.43,,EIRE
503936,72249,PRODUCT 72249,3,2010-08-16 18:00:00,14.95,12350.0,United Kingdom
503936,23511,PRODUCT 23511,5,2010-08-16 18:00:00,15.12,12350.0,France
503936,77910,PRODUCT 77910,3,2010-08-16 18:00:00,9.95,,Germany
503937,28945,PRODUCT 28945,2,2010-04-11 10:00:00,11.49,,United Kingdom
503937,12713,PRODUCT 12713,3,2010-04-11 10:00:00,11.03,,United Kingdom
503937,33645,PRODUCT 33645,3,2010-04-11 10:00:00,10.4,12641.0,United Kingdom
503937,18422,PRODUCT 18422,1,2010-04-11 10:00:00,11.51,12641.0,Germany
503937,21008,PRODUCT 21008,3,2010-04-11 10:00:00,13.63,,United Kingdom
503937,11514,PRODUCT 11514,1,2010-04-11 10:00:00,10.5,12641.0,United Kingdom
503937,65391,PRODUCT 65391,1,2010-04-11 10:00:00,8.96,,United Kingdom
503938,43905,PRODUCT 43905,3,2010-03-30 08:00:00,15.12,12762.0,United Kingdom
503938,27981,PRODUCT 27981,2,2010-03-30 08:00:00,11.99,12762.0,United Kingdom
503938,77126,PRODUCT 77126,3,2010-03-30 08:00:00,16.66,12762.0,United Kingdom
503938,42991,PRODUCT 42991,4,2010-03-30 08:00:00,14.2,,United Kingdom
503938,21390,PRODUCT 21390,3,2010-03-30 08:00:00,10.4,,United Kingdom
503938,63174,PRODUCT 63174,3,2010-03-30 08:00:00,15.01,12762.0,Germany
503938,36349,PRODUCT 36349,5,2010-03-30 08:00:00,3.81,12762.0,EIRE
503939,99132,PRODUCT 99132,2,2010-06-30 13:00:00,5.15,12674.0,United Kingdom
503939,73735,PRODUCT 73735,3,2010-06-30 13:00:00,9.04,12674.0,United Kingdom
503939,21008,PRODUCT 21008,5,2010-06-30 13:00:00,11.05,12674.0,United Kingdom
503939,36943,PRODUCT 36943,4,2010-06-30 13:00:00,3.64,12674.0,United Kingdom
503939,23511,PRODUCT 23511,4,2010-06-30 13:00:00,8.42,,United Kingdom
503939,77126,PRODUCT 77126,1,2010-06-30 13:00:00,6.47,12674.0,United Kingdom
503939,88140,PRODUCT 88140,3,2010-06-30 13:00:00,11.97,12674.0,United Kingdom
503940,60416,PRODUCT 60416,4,2010-07-04 17:00:00,15.64,12748.0,United Kingdom
503940,69868,PRODUCT 69868,2,2010-07-04 17:00:00,11.34,12748.0,United Kingdom
503940,29318,PRODUCT 29318,1,2010-07-04 17:00:00,11.81,12748.0,United Kingdom
503940,22472,PRODUCT 22472,4,2010-07-04 17:00:00,6.95,,United Kingdom
503940,64946,PRODUCT 64946,2,2010-07-04 17:00:00,14.35,12748.0,United Kingdom
503940,36349,PRODUCT 36349,2,2010-07-04 17:00:00,14.8,12748.0,United Kingdom
503940,45295,PRODUCT 45295,1,2010-07-04 17:00:00,12.26,12748.0,United Kingdom
503941,47845,PRODUCT 47845,3,2010-01-06 18:00:00,12.51,,United Kingdom
503941,46092,PRODUCT 46092,4,2010-01-06 18:00:00,14.69,13370.0,United Kingdom
503941,33834,PRODUCT 33834,3,2010-01-06 18:00:00,19.38,13370.0,United Kingdom
503941,24017,PRODUCT 24017,3,2010-01-06 18:00:00,15.43,13370.0,United Kingdom
503942,47819,PRODUCT 47819,5,2010-01-17 08:00:00,10.71,,United Kingdom
503942,49934,PRODUCT 49934,3,2010-01-17 08:00:00,4.91,12340.0,United Kingdom
503942,52447,PRODUCT 52447,3,2010-01-17 08:00:00,8.73,,United Kingdom
503942,37686,PRODUCT 37686,3,2010-01-17 08:00:00,7.09,12340.0,United Kingdom
503942,21390,PRODUCT 21390,2,2010-01-17 08:00:00,5.94,12340.0,United Kingdom
503943,95397,PRODUCT 95397,2,2010-05-11 16:00:00,8.56,12400.0,United Kingdom
503943,33834,PRODUCT 33834,2,2010-05-11 16:00:00,13.95,12400.0,EIRE
503943,23965,PRODUCT 23965,3,2010-05-11 16:00:00,8.2,12400.0,United Kingdom
503943,50679A,PRODUCT 50679A,2,2010-05-11 16:00:00,16.82,12400.0,United Kingdom
503943,81429,PRODUCT 81429,1,2010-05-11 16:00:00,12.76,12400.0,United Kingdom
503943,12682,PRODUCT 12682,4,2010-05-11 16:00:00,14.27,12400.0,United Kingdom
503943,49934,PRODUCT 49934,1,2010-05-11 16:00:00,12.05,12400.0,United Kingdom
503944,10139,PRODUCT 10139,1,2010-02-05 17:00:00,11.05,13443.0,United Kingdom
503944,82041,PRODUCT 82041,2,2010-02-05 17:00:00,8.4,13443.0,United Kingdom
503944,49303A,PRODUCT 49303A,5,2010-02-05 17:00:00,18.62,13443.0,United Kingdom
503944,72659,PRODUCT 72659,3,2010-02-05 17:00:00,18.96,13443.0,United Kingdom
503944,29318,PRODUCT 29318,6,2010-02-05 17:00:00,9.4,13443.0,United Kingdom
503944,72249,PRODUCT 72249,3,2010-02-05 17:00:00,13.97,,United Kingdom
503945,39420,PRODUCT 39420,1,2010-08-15 15:00:00,11.62,13493.0,United Kingdom
503945,58963,PRODUCT 58963,1,2010-08-15 15:00:00,5.42,13493.0,United Kingdom
503945,65507,PRODUCT 65507,1,2010-08-15 15:00:00,8.63,13493.0,France
503945,75508,PRODUCT 75508,2,2010-08-15 15:00:00,5.55,13493.0,United Kingdom
503945,18804A,PRODUCT 18804A,1,2010-08-15 15:00:00,7.18,13493.0,United Kingdom
503946,13557,PRODUCT 13557,8,2010-09-13 17:00:00,36.49,12399.0,United Kingdom
503947,81596,PRODUCT 81596,3,2010-10-29 18:00:00,12.53,12492.0,EIRE
503947,25328,PRODUCT 25328,1,2010-10-29 18:00:00,16.55,12492.0,United Kingdom
503947,60416,PRODUCT 60416,3,2010-10-29 18:00:00,14.74,,Germany
503948,10139,PRODUCT 10139,5,2010-05-28 12:00:00,5.05,12890.0,United Kingdom
503948,93392,PRODUCT 93392,2,2010-05-28 12:00:00,4.48,12890.0,United Kingdom
503948,47845,PRODUCT 47845,5,2010-05-28 12:00:00,10.48,12890.0,United Kingdom
503948,57222,PRODUCT 57222,3,2010-05-28 12:00:00,20.66,12890.0,EIRE
503949,10437,PRODUCT 10437,1,2010-08-08 17:00:00,9.42,13494.0,United Kingdom
503949,92675,PRODUCT 92675,1,2010-08-08 17:00:00,12.23,13494.0,United Kingdom
503949,36943,PRODUCT 36943,3,2010-08-08 17:00:00,14.67,13494.0,United Kingdom
503950,39826,PRODUCT 39826,3,2010-01-24 10:00:00,5.93,12302.0,United Kingdom
503950,33698,PRODUCT 33698,1,2010-01-24 10:00:00,8.79,12302.0,United Kingdom
C503951,62807,PRODUCT 62807,-3,2010-03-22 16:00:00,6.5,13274.0,United Kingdom
C503951,73385,PRODUCT 73385,-5,2010-03-22 16:00:00,7.06,13274.0,Germany
C503951,48516,PRODUCT 48516,-1,2010-03-22 16:00:00,16.15,13274.0,United Kingdom
503952,73408,PRODUCT 73408,2,2010-06-12 10:00:00,10.78,13238.0,France
503952,84762,PRODUCT 84762,2,2010-06-12 10:00:00,9.18,13238.0,United Kingdom
503952,28806,PRODUCT 28806,3,2010-06-12 10:00:00,17.18,13238.0,United Kingdom
503952,33645,PRODUCT 33645,1,2010-06-12 10:00:00,15.44,13238.0,United Kingdom
503953,48554,PRODUCT 48554,3,2010-07-13 17:00:00,18.01,13117.0,United Kingdom
503953,62876,PRODUCT 62876,3,2010-07-13 17:00:00,12.3,,United Kingdom
503953,31609,PRODUCT 31609,3,2010-07-13 17:00:00,10.43,13117.0,United Kingdom
503954,34758,PRODUCT 34758,5,2010-01-15 09:00:00,30.58,13408.0,United Kingdom
503954,16553,PRODUCT 16553,11,2010-01-15 09:00:00,2.66,13408.0,United Kingdom
503954,65118,PRODUCT 65118,7,2010-01-15 09:00:00,30.22,13408.0,United Kingdom
503954,62876,PRODUCT 62876,8,2010-01-15 09:00:00,30.68,13408.0,United Kingdom
503954,92731,PRODUCT 92731,4,2010-01-15 09:00:00,30.06,13408.0,Germany
503954,78766,PRODUCT 78766,6,2010-01-15 09:00:00,26.57,13408.0,United Kingdom
503954,27467,PRODUCT 27467,8,2010-01-15 09:00:00,16.47,13408.0,United Kingdom
503955,89921,PRODUCT 89921,1,2010-08-20 11:00:00,18.78,13049.0,United Kingdom
503955,18627,PRODUCT 18627,5,2010-08-20 11:00:00,15.05,13049.0,United Kingdom
503955,78766,PRODUCT 78766,3,2010-08-20 11:00:00,10.41,13049.0,United Kingdom
503955,42853,PRODUCT 42853,5,2010-08-20 11:00:00,4.58,13049.0,United Kingdom
503955,17287,PRODUCT 17287,2,2010-08-20 11:00:00,8.04,,United Kingdom
503955,10717,PRODUCT 10717,5,2010-08-20 11:00:00,17.24,13049.0,United Kingdom
503956,77547,PRODUCT 77547,1,2010-03-17 12:00:00,9.88,12763.0,United Kingdom
503956,84920,PRODUCT 84920,3,2010-03-17 12:00:00,13.36,,United Kingdom
503957,76148,PRODUCT 76148,1,2010-04-27 16:00:00,10.6,12487.0,United Kingdom
503957,84206,PRODUCT 84206,3,2010-04-27 16:00:00,5.52,12487.0,EIRE
503957,48516,PRODUCT 48516,1,2010-04-27 16:00:00,7.3,12487.0,United Kingdom
503957,47845,PRODUCT 47845,3,2010-04-27 16:00:00,8.09,12487.0,United Kingdom
503958,95397,PRODUCT 95397,1,2010-09-20 11:00:00,16.0,13289.0,United Kingdom
503958,36368,PRODUCT 36368,3,2010-09-20 11:00:00,5.82,13289.0,United Kingdom
503958,58050,PRODUCT 58050,3,2010-09-20 11:00:00,7.4,13289.0,United Kingdom
503958,60003,PRODUCT 60003,1,2010-09-20 11:00:00,12.89,13289.0,United Kingdom
503958,27830,PRODUCT 27830,2,2010-09-20 11:00:00,13.53,13289.0,United Kingdom
503958,12391,PRODUCT 12391,3,2010-09-20 11:00:00,11.96,13289.0,United Kingdom
503959,21061,PRODUCT 21061,1,2010-03-14 08:00:00,9.34,,United Kingdom
503960,68355,PRODUCT 68355,3,2010-07-18 10:00:00,8.05,,United Kingdom
503960,27981,PRODUCT 27981,1,2010-07-18 10:00:00,10.83,12902.0,United Kingdom
503960,99132,PRODUCT 99132,1,2010-07-18 10:00:00,10.83,12902.0,United Kingdom
503960,68355,PRODUCT 68355,3,2010-07-18 10:00:00,18.12,12902.0,United Kingdom
503961,POST,PRODUCT POST,1,2010-07-24 13:00:00,11.99,12475.0,United Kingdom
503962,72659,PRODUCT 72659,2,2010-12-27 09:00:00,21.15,,United Kingdom
503962,59344,PRODUCT 59344,5,2010-12-27 09:00:00,23.45,12295.0,United Kingdom
503963,38181,PRODUCT 38181,1,2010-06-09 13:00:00,11.64,12380.0,United Kingdom
503963,91880,PRODUCT 91880,4,2010-06-09 13:00:00,8.13,,United Kingdom
503963,21390,PRODUCT 21390,4,2010-06-09 13:00:00,15.27,12380.0,France
503963,81596,PRODUCT 81596,4,2010-06-09 13:00:00,24.19,12380.0,Germany
503964,35652,PRODUCT 35652,3,2010-09-26 09:00:00,4.45,12675.0,United Kingdom
503964,34723,PRODUCT 34723,2,2010-09-26 09:00:00,11.7,12675.0,United Kingdom
503964,78687,PRODUCT 78687,2,2010-09-26 09:00:00,5.28,12675.0,United Kingdom
503964,33834,PRODUCT 33834,2,2010-09-26 09:00:00,6.84,12675.0,United Kingdom
503964,49251,PRODUCT 49251,4,2010-09-26 09:00:00,14.75,12675.0,United Kingdom
503965,72469,PRODUCT 72469,3,2010-04-26 17:00:00,16.64,12192.0,United Kingdom
503966,DOT,PRODUCT DOT,3,2010-11-04 16:00:00,8.33,,United Kingdom
503966,24845,PRODUCT 24845,1,2010-11-04 16:00:00,6.8,,United Kingdom
503966,12138,PRODUCT 12138,2,2010-11-04 16:00:00,7.59,12216.0,United Kingdom
503966,80786,PRODUCT 80786,1,2010-11-04 16:00:00,10.15,12216.0,United Kingdom
503966,PADS,PRODUCT PADS,2,2010-11-04 16:00:00,4.06,12216.0,United Kingdom
503966,TESTX01,PRODUCT TESTX01,1,2010-11-04 16:00:00,4.12,12216.0,United Kingdom
503967,38181,PRODUCT 38181,2,2010-07-29 14:00:00,9.9,12302.0,United Kingdom
503968,19107,PRODUCT 19107,2,2010-10-09 17:00:00,9.69,12484.0,France
503968,75508,PRODUCT 75508,1,2010-10-09 17:00:00,12.32,12484.0,United Kingdom
503968,53952,PRODUCT 53952,1,2010-10-09 17:00:00,17.22,12484.0,Germany
503968,89947,PRODUCT 89947,3,2010-10-09 17:00:00,14.52,,United Kingdom
503968,17224,PRODUCT 17224,3,2010-10-09 17:00:00,10.73,,United Kingdom
503968,89947,PRODUCT 89947,2,2010-10-09 17:00:00,13.77,12484.0,United Kingdom
503969,48618,PRODUCT 48618,3,2010-11-08 17:00:00,8.17,12595.0,United Kingdom
503969,48361,PRODUCT 48361,4,2010-11-08 17:00:00,18.14,,United Kingdom
503969,95353,PRODUCT 95353,1,2010-11-08 17:00:00,8.09,12595.0,United Kingdom
503969,38181,PRODUCT 38181,4,2010-11-08 17:00:00,14.0,12595.0,Germany
503969,16781,PRODUCT 16781,2,2010-11-08 17:00:00,20.62,12595.0,United Kingdom
503970,36307,PRODUCT 36307,3,2010-03-26 11:00:00,9.29,12173.0,United Kingdom
503970,75108,PRODUCT 75108,2,2010-03-26 11:00:00,8.36,12173.0,United Kingdom
503970,54533,PRODUCT 54533,3,2010-03-26 11:00:00,6.45,12173.0,United Kingdom
503970,39235,PRODUCT 39235,2,2010-03-26 11:00:00,0.51,12173.0,United Kingdom
503970,41690,PRODUCT 41690,1,2010-03-26 11:00:00,8.89,12173.0,United Kingdom
503970,61627,PRODUCT 61627,1,2010-03-26 11:00:00,9.81,12173.0,United Kingdom
503970,80786,PRODUCT 80786,1,2010-03-26 11:00:00,8.53,,United Kingdom
503971,50679A,PRODUCT 50679A,5,2010-10-02 12:00:00,17.62,12858.0,United Kingdom
503971,12391,PRODUCT 12391,1,2010-10-02 12:00:00,3.98,,United Kingdom
503971,56977,PRODUCT 56977,3,2010-10-02 12:00:00,9.62,,United Kingdom
503971,36368,PRODUCT 36368,1,2010-10-02 12:00:00,24.49,12858.0,EIRE
503972,99777,PRODUCT 99777,5,2010-08-30 11:00:00,6.0,12847.0,United Kingdom
503973,72469,PRODUCT 72469,1,2010-12-26 17:00:00,1.82,12171.0,Germany
503974,46092,PRODUCT 46092,3,2010-02-23 16:00:00,9.2,12020.0,United Kingdom
503974,72659,PRODUCT 72659,3,2010-02-23 16:00:00,18.06,12020.0,EIRE
503974,23308,PRODUCT 23308,4,2010-02-23 16:00:00,11.55,12020.0,Germany
503974,29464,PRODUCT 29464,1,2010-02-23 16:00:00,19.86,12020.0,United Kingdom
503974,85065,PRODUCT 85065,2,2010-02-23 16:00:00,7.81,,EIRE
503974,61096,PRODUCT 61096,1,2010-02-23 16:00:00,12.74,12020.0,EIRE
503975,95998,PRODUCT 95998,1,2010-05-07 18:00:00,9.15,12996.0,United Kingdom
503976,80786,PRODUCT 80786,2,2010-09-14 17:00:00,14.29,12891.0,United Kingdom
503976,45295,PRODUCT 45295,3,2010-09-14 17:00:00,4.87,12891.0,United Kingdom
503976,13662A,PRODUCT 13662A,3,2010-09-14 17:00:00,8.56,12891.0,United Kingdom
503976,35925,PRODUCT 35925,3,2010-09-14 17:00:00,11.26,,United Kingdom
503976,82562A,PRODUCT 82562A,3,2010-09-14 17:00:00,17.86,12891.0,United Kingdom
C503977,23494A,PRODUCT 23494A,-1,2010-10-23 08:00:00,4.94,,United Kingdom
C503977,82041,PRODUCT 82041,-3,2010-10-23 08:00:00,14.32,13329.0,United Kingdom
C503977,51253,PRODUCT 51253,-3,2010-10-23 08:00:00,12.01,13329.0,United Kingdom
C503977,63835,PRODUCT 63835,-1,2010-10-23 08:00:00,4.3,13329.0,Germany
C503977,79112,PRODUCT 79112,-2,2010-10-23 08:00:00,6.88,,United Kingdom
C503977,36943,PRODUCT 36943,-1,2010-10-23 08:00:00,15.9,13329.0,United Kingdom
C503977,12682,PRODUCT 12682,-2,2010-10-23 08:00:00,4.95,13329.0,United Kingdom
503978,17287,PRODUCT 17287,1,2010-02-23 14:00:00,9.98,13301.0,United Kingdom
503978,78687,PRODUCT 78687,2,2010-02-23 14:00:00,7.83,13301.0,United Kingdom
503978,77910,PRODUCT 77910,1,2010-02-23 14:00:00,9.88,13301.0,United Kingdom
503978,76148,PRODUCT 76148,2,2010-02-23 14:00:00,6.21,13301.0,United Kingdom
503978,28945,PRODUCT 28945,1,2010-02-23 14:00:00,5.13,,United Kingdom
503979,36349,PRODUCT 36349,2,2010-12-19 16:00:00,14.72,,United Kingdom
503979,77547,PRODUCT 77547,1,2010-12-19 16:00:00,2.83,12431.0,United Kingdom
503979,39420,PRODUCT 39420,4,2010-12-19 16:00:00,10.33,12431.0,United Kingdom
503979,33834,PRODUCT 33834,2,2010-12-19 16:00:00,9.47,12431.0,United Kingdom
503979,85196,PRODUCT 85196,3,2010-12-19 16:00:00,16.85,12431.0,United Kingdom
503979,89782,PRODUCT 89782,3,2010-12-19 16:00:00,14.32,12431.0,United Kingdom
503980,35925,PRODUCT 35925,3,2010-05-20 16:00:00,12.47,12452.0,United Kingdom
503980,66977,PRODUCT 66977,3,2010-05-20 16:00:00,9.36,,United Kingdom
503980,77636,PRODUCT 77636,2,2010-05-20 16:00:00,10.88,12452.0,United Kingdom
503980,66977,PRODUCT 66977,1,2010-05-20 16:00:00,9.61,12452.0,United Kingdom
503980,12682,PRODUCT 12682,2,2010-05-20 16:00:00,19.73,12452.0,United Kingdom
503981,63835,PRODUCT 63835,7,2010-04-15 15:00:00,29.38,12757.0,France
503981,45763,PRODUCT 45763,6,2010-04-15 15:00:00,41.08,12757.0,United Kingdom
503982,14657,PRODUCT 14657,2,2010-01-10 09:00:00,8.22,13453.0,EIRE
503982,64190A,PRODUCT 64190A,1,2010-01-10 09:00:00,4.24,,United Kingdom
503982,23965,PRODUCT 23965,1,2010-01-10 09:00:00,5.51,13453.0,United Kingdom
503982,49934,PRODUCT 49934,1,2010-01-10 09:00:00,8.98,13453.0,United Kingdom
503982,57222,PRODUCT 57222,2,2010-01-10 09:00:00,6.27,13453.0,EIRE
503982,56953,PRODUCT 56953,3,2010-01-10 09:00:00,7.85,13453.0,EIRE
503982,81429,PRODUCT 81429,1,2010-01-10 09:00:00,4.98,13453.0,Germany
503983,54000,PRODUCT 54000,1,2010-10-08 16:00:00,7.15,12452.0,United Kingdom
503984,12138,PRODUCT 12138,3,2010-08-21 14:00:00,40.29,13444.0,EIRE
503984,36307,PRODUCT 36307,6,2010-08-21 14:00:00,21.23,13444.0,United Kingdom
503984,84892,PRODUCT 84892,1,2010-08-21 14:00:00,19.78,13444.0,Germany
503985,51600,PRODUCT 51600,1,2010-05-11 09:00:00,9.89,12922.0,Germany
503985,73986,PRODUCT 73986,2,2010-05-11 09:00:00,5.27,12922.0,Germany
503985,31609,PRODUCT 31609,3,2010-05-11 09:00:00,12.91,12922.0,United Kingdom
503986,89921,PRODUCT 89921,2,2010-10-25 09:00:00,12.27,13212.0,United Kingdom
503986,25328,PRODUCT 25328,1,2010-10-25 09:00:00,2.99,13212.0,United Kingdom
503987,57222,PRODUCT 57222,3,2010-04-01 14:00:00,7.44,12008.0,United Kingdom
503987,27830,PRODUCT 27830,1,2010-04-01 14:00:00,6.16,12008.0,United Kingdom
503987,28945,PRODUCT 28945,2,2010-04-01 14:00:00,5.9,12008.0,United Kingdom
503987,86289A,PRODUCT 86289A,2,2010-04-01 14:00:00,8.92,12008.0,United Kingdom
503987,40511,PRODUCT 40511,1,2010-04-01 14:00:00,12.03,12008.0,United Kingdom
503987,73677,PRODUCT 73677,1,2010-04-01 14:00:00,6.0,12008.0,France
503988,34723,PRODUCT 34723,2,2010-10-20 11:00:00,15.78,12810.0,United Kingdom
503988,72847,PRODUCT 72847,4,2010-10-20 11:00:00,16.69,12810.0,United Kingdom
503988,77126,PRODUCT 77126,1,2010-10-20 11:00:00,6.79,12810.0,United Kingdom
503989,34723,PRODUCT 34723,1,2010-09-05 18:00:00,14.87,,United Kingdom
503989,12391,PRODUCT 12391,1,2010-09-05 18:00:00,19.63,,Germany
503989,78766,PRODUCT 78766,6,2010-09-05 18:00:00,16.85,12921.0,United Kingdom
503989,72659,PRODUCT 72659,2,2010-09-05 18:00:00,5.16,12921.0,United Kingdom
503989,65391,PRODUCT 65391,3,2010-09-05 18:00:00,21.38,12921.0,United Kingdom
503990,14037,PRODUCT 14037,3,2010-12-07 12:00:00,11.85,,United Kingdom
503990,10139,PRODUCT 10139,4,2010-12-07 12:00:00,8.92,12892.0,United Kingdom
503990,36920,PRODUCT 36920,4,2010-12-07 12:00:00,7.39,12892.0,United Kingdom
503990,74018,PRODUCT 74018,3,2010-12-07 12:00:00,13.57,12892.0,United Kingdom
503990,53743,PRODUCT 53743,2,2010-12-07 12:00:00,14.28,12892.0,United Kingdom
503990,73408,PRODUCT 73408,2,2010-12-07 12:00:00,11.13,12892.0,United Kingdom
503991,56953,PRODUCT 56953,1,2010-09-14 09:00:00,9.26,12375.0,United Kingdom
503991,10717,PRODUCT 10717,2,2010-09-14 09:00:00,14.93,12375.0,United Kingdom
503991,76239,PRODUCT 76239,2,2010-09-14 09:00:00,10.44,12375.0,United Kingdom
503991,47845,PRODUCT 47845,3,2010-09-14 09:00:00,3.03,12375.0,United Kingdom
503991,89921,PRODUCT 89921,1,2010-09-14 09:00:00,5.67,12375.0,France
503991,68807,PRODUCT 68807,5,2010-09-14 09:00:00,10.82,12375.0,Germany
503991,25708,PRODUCT 25708,1,2010-09-14 09:00:00,13.05,12375.0,United Kingdom
503992,14037,PRODUCT 14037,3,2010-01-12 11:00:00,5.34,13183.0,Germany
503992,84206,PRODUCT 84206,3,2010-01-12 11:00:00,12.28,13183.0,United Kingdom
503992,36368,PRODUCT 36368,3,2010-01-12 11:00:00,20.87,13183.0,France
503992,61627,PRODUCT 61627,6,2010-01-12 11:00:00,13.39,13183.0,United Kingdom
503992,18003,PRODUCT 18003,1,2010-01-12 11:00:00,9.6,13183.0,United Kingdom
503993,43261,PRODUCT 43261,1,2010-04-02 08:00:00,8.53,13113.0,United Kingdom
503993,63835,PRODUCT 63835,1,2010-04-02 08:00:00,13.93,13113.0,United Kingdom
503994,33645,PRODUCT 33645,1,2010-04-10 17:00:00,43.14,13204.0,United Kingdom
503994,45295,PRODUCT 45295,7,2010-04-10 17:00:00,10.65,13204.0,United Kingdom
503994,13278,PRODUCT 13278,7,2010-04-10 17:00:00,5.63,13204.0,United Kingdom
503994,78687,PRODUCT 78687,7,2010-04-10 17:00:00,31.18,,United Kingdom
503994,59344,PRODUCT 59344,6,2010-04-10 17:00:00,20.96,13204.0,United Kingdom
503995,58050,PRODUCT 58050,1,2010-03-18 08:00:00,8.92,,United Kingdom
503995,69868,PRODUCT 69868,1,2010-03-18 08:00:00,8.93,13143.0,United Kingdom
503996,10139,PRODUCT 10139,2,2010-05-31 17:00:00,11.31,12698.0,United Kingdom
503996,73735,PRODUCT 73735,1,2010-05-31 17:00:00,7.37,12698.0,United Kingdom
503996,92731,PRODUCT 92731,4,2010-05-31 17:00:00,11.7,12698.0,United Kingdom
503996,36368,PRODUCT 36368,1,2010-05-31 17:00:00,12.04,12698.0,France
503997,47845,PRODUCT 47845,2,2010-08-14 13:00:00,12.6,12941.0,United Kingdom
503997,48361,PRODUCT 48361,5,2010-08-14 13:00:00,20.59,12941.0,United Kingdom
503997,12682,PRODUCT 12682,4,2010-08-14 13:00:00,9.43,12941.0,United Kingdom
503998,10437,PRODUCT 10437,2,2010-04-25 14:00:00,8.14,12263.0,United Kingdom
503999,44621,PRODUCT 44621,1,2010-06-22 11:00:00,15.62,,United Kingdom
503999,13278,PRODUCT 13278,2,2010-06-22 11:00:00,6.04,12911.0,United Kingdom
504000,76148,PRODUCT 76148,2,2010-01-28 09:00:00,8.06,12540.0,United Kingdom
504000,64584,PRODUCT 64584,3,2010-01-28 09:00:00,14.64,12540.0,United Kingdom
504000,29077A,PRODUCT 29077A,3,2010-01-28 09:00:00,13.82,,France
504000,58476,PRODUCT 58476,1,2010-01-28 09:00:00,16.12,,United Kingdom
504000,10271,PRODUCT 10271,1,2010-01-28 09:00:00,10.19,,United Kingdom
